load,Elastic Modulus [GPA],Ultimate Tensile Strength [MPA],Yield Strength [MPA],Poissons Ratio,Nf(label)
E355-8-2-0.0024-0.0081.csv,208.6,473,318.4,0.29,3.183269844
E355-8-2-0.0026-0.0090.csv,208.6,473,318.4,0.29,3.141449773
E355-2-12-0.0018-0.0018.csv,208.6,473,318.4,0.29,3.852357984
E355-2-12-0.0022-0.0023.csv,208.6,473,318.4,0.29,3.989494313
E355-2-12-0.0026-0.0027.csv,208.6,473,318.4,0.29,3.509336958
E355-2-12-0.0031-0.0032.csv,208.6,473,318.4,0.29,3.278753601
E355-2-12-0.0035-0.0036.csv,208.6,473,318.4,0.29,3.41564098
E355-2-12-0.0044-0.0046.csv,208.6,473,318.4,0.29,3.02489596
E355-2-12-0.0048-0.0050.csv,208.6,473,318.4,0.29,3.080265627
E355-20-14-0.0014-0.0025.csv,208.6,473,318.4,0.29,4.484641445
E355-20-14-0.0018-0.0031.csv,208.6,473,318.4,0.29,4.179666669
E355-20-14-0.0021-0.0037.csv,208.6,473,318.4,0.29,3.930235653
E355-20-14-0.0025-0.0043.csv,208.6,473,318.4,0.29,3.682415862
E355-20-14-0.0028-0.0049.csv,208.6,473,318.4,0.29,3.531351165
E355-20-14-0.0036-0.0061.csv,208.6,473,318.4,0.29,3.325515663
E355-20-14-0.0039-0.0068.csv,208.6,473,318.4,0.29,3.315130317
GH4169-0-0.00424-0.00735.csv,146,1150,1000,0.33,3.122543524
GH4169-0-0.00566-0.00980.csv,146,1150,1000,0.33,2.599883072
GH4169-45-0.00537-0.00929.csv,146,1150,1000,0.33,2.858537198
GH4169-45-0.00716-0.01239.csv,146,1150,1000,0.33,2.333447274
GH4169-90-0.006-0.01039.csv,146,1150,1000,0.33,2.750508395
GH4169-90-0.008-0.01386.csv,146,1150,1000,0.33,2.08278537
Haynes188-760-A-0.00368.csv,146.93456,490,268,0.5,5.286622611
Haynes188-760-A-0.00416.csv,146.93456,490,268,0.5,4.545381348
Haynes188-760-A-0.00462.csv,146.93456,490,268,0.5,4.282327499
Haynes188-760-A-0.006.csv,146.93456,490,268,0.5,3.562768543
Haynes188-760-A-0.00768.csv,146.93456,490,268,0.5,3.152288344
Haynes188-760-A-0.01106.csv,146.93456,490,268,0.5,2.795880017
Haynes188-760-A-0.02784.csv,146.93456,490,268,0.5,1.973127854
Haynes188-760-T-0.00727.csv,146.93456,490,268,0.5,5.198035436
Haynes188-760-T-0.00972.csv,146.93456,490,268,0.5,4.256308749
Haynes188-760-T-0.01314.csv,146.93456,490,268,0.5,3.35564305
Haynes188-760-T-0.01321.csv,146.93456,490,268,0.5,3.693111115
Haynes188-760-T-0.01966.csv,146.93456,490,268,0.5,3.341236623
Haynes188-760-T-0.02917.csv,146.93456,490,268,0.5,2.992995098
Haynes188-760-T-0.049.csv,146.93456,490,268,0.5,2.413299764
HRB335-0.002.csv,210,520,355,0.3,4.482044204
HRB335-0.003.csv,210,520,355,0.3,3.80631567
HRB335-0.004.csv,210,520,355,0.3,3.675869955
HRB335-0.005.csv,210,520,355,0.3,3.560743301
HRB335-0.006.csv,210,520,355,0.3,3.278524965
HRB335-0.0026.csv,210,520,355,0.3,4.676309432
HRB335-0.00346.csv,210,520,355,0.3,4.460296327
HRB335-0.00520.csv,210,520,355,0.3,3.775537635
HRB335-0.00693.csv,210,520,355,0.3,3.522052801
HRB335-0.00866.csv,210,520,355,0.3,3.356217134
HRB335-0.01039.csv,210,520,355,0.3,3.080987047
HRB335-90-0.002-00346.csv,210,520,355,0.3,3.410608543
HRB335-90-0.003-00520.csv,210,520,355,0.3,3.165541077
HRB335-90-0.004-00693.csv,210,520,355,0.3,2.643452676
HRB335-90-0.005-00866.csv,210,520,355,0.3,2.255272505
HRB335-L90-0.002-00346.csv,210,520,355,0.3,3.886829005
HRB335-L90-0.003-0052.csv,210,520,355,0.3,3.361916619
HRB335-L90-0.004-00693.csv,210,520,355,0.3,3.003460532
HRB335-L90-0.005-00866.csv,210,520,355,0.3,2.798650645
HRB335-LX-0.0014-0.00245.csv,210,520,355,0.3,4.075838826
HRB335-LX-0.0021-0.00367.csv,210,520,355,0.3,3.294686624
HRB335-LX-0.0028-0.0049.csv,210,520,355,0.3,2.668385917
HRB335-LX-0.0042-0.00735.csv,210,520,355,0.3,2.281033367
inconel718-A-0.00354-0.00598.csv,209,1445.3125,1160,0.3,4.110556043
inconel718-A-0.00346-0.00603.csv,209,1445.3125,1160,0.3,4.083538451
inconel718-B-0.00353-0.00614.csv,209,1445.3125,1160,0.3,3.977723605
inconel718-B-0.00360-0.00619.csv,209,1445.3125,1160,0.3,3.775464809
inconel718-C-0.00358-0.00618.csv,209,1445.3125,1160,0.3,4.149742415
inconel718-C-0.00357-0.00618.csv,209,1445.3125,1160,0.3,4.204119983
inconel718-D-0.00359-0.00617.csv,209,1445.3125,1160,0.3,3.885134966
inconel718-D-0.00356-0.00616.csv,209,1445.3125,1160,0.3,3.903089987
inconel718-E-0.00358-0.00616.csv,209,1445.3125,1160,0.3,3.870345371
inconel718-E-0.00356-0.00616.csv,209,1445.3125,1160,0.3,3.960898677
inconel718-F-0.00356-0.00619.csv,209,1445.3125,1160,0.3,3.711722892
inconel718-F-0.00355-0.00615.csv,209,1445.3125,1160,0.3,3.542576476
mild-0.0034-0.0062.csv,210,316,210,0.40374,3.529045171
mild-0.0013-0.0029.csv,210,316,210,0.40374,4.453578227
mild-0.001-0.0019.csv,210,316,210,0.40374,5.059086075
mild-90-0.0025-0.0059.csv,210,316,210,0.40374,3.48301642
mild-90-0.00235-0.0043.csv,210,316,210,0.40374,3.663700925
mild-90-0.0013-0.0023.csv,210,316,210,0.40374,4.188422215
mild-90-0.001-0.00185.csv,210,316,210,0.40374,4.703274178
mild-90-0.00105-0.00184.csv,210,316,210,0.40374,4.377634034
mild-90-0.00067-0.00105.csv,210,316,210,0.40374,5.052501563
mild-130-0.00096-0.0018.csv,210,316,210,0.40374,4.95375003
PA38-T6-TC-0.0020.csv,68.3,229.1,191.5,0.35,4.964264346
PA38-T6-TC-0.0030.csv,68.3,229.1,191.5,0.35,4.152288344
PA38-T6-TC-0.0040.csv,68.3,229.1,191.5,0.35,3.785472203
PA38-T6-TC-0.0047.csv,68.3,229.1,191.5,0.35,3.494850022
PA38-T6-TC-0.0050.csv,68.3,229.1,191.5,0.35,3.422753941
PA38-T6-TC-0.0060.csv,68.3,229.1,191.5,0.35,3.127752516
PA38-T6-TC-0.0070.csv,68.3,229.1,191.5,0.35,2.951337519
PA38-T6-TC-0.0080.csv,68.3,229.1,191.5,0.35,2.733197265
PA38-T6-TOR-0.0035.csv,68.3,229.1,191.5,0.35,4.731846526
PA38-T6-TOR-0.0052.csv,68.3,229.1,191.5,0.35,3.989672248
PA38-T6-TOR-0.0069.csv,68.3,229.1,191.5,0.35,3.523095838
PA38-T6-TOR-0.0087.csv,68.3,229.1,191.5,0.35,3.333447274
PA38-T6-TOR-0.0104.csv,68.3,229.1,191.5,0.35,3.112939976
PA38-T6-TOR-0.0121.csv,68.3,229.1,191.5,0.35,3.041392685
PA38-T6-TOR-0.0139.csv,68.3,229.1,191.5,0.35,2.914343157
PA38-T6-IP-0.0014-0.0024.csv,68.3,229.1,191.5,0.35,4.904531621
PA38-T6-IP-0.0021-0.0037.csv,68.3,229.1,191.5,0.35,4.242143723
PA38-T6-IP-0.0028-0.0049.csv,68.3,229.1,191.5,0.35,3.86581438
PA38-T6-IP-0.0035-0.0061.csv,68.3,229.1,191.5,0.35,3.590395947
PA38-T6-IP-0.0042-0.0073.csv,68.3,229.1,191.5,0.35,3.259354927
PA38-T6-IP-0.0049-0.0086.csv,68.3,229.1,191.5,0.35,3.095518042
PA38-T6-IP-0.0057-0.0098.csv,68.3,229.1,191.5,0.35,2.931966115
PA38-T6-OP-0.0020-0.0035.csv,68.3,229.1,191.5,0.35,4.413031391
PA38-T6-OP-0.0025-0.0043.csv,68.3,229.1,191.5,0.35,3.997080435
PA38-T6-OP-0.0030-0.0052.csv,68.3,229.1,191.5,0.35,3.62910365
PA38-T6-OP-0.0040-0.0069.csv,68.3,229.1,191.5,0.35,3.082426301
PA38-T6-OP-0.0045-0.0078.csv,68.3,229.1,191.5,0.35,2.691081492
PA38-T6-OP-0.0050-0.0087.csv,68.3,229.1,191.5,0.35,2.650307523
PA38-T6-OP-0.0060-0.0104.csv,68.3,229.1,191.5,0.35,2.371067862
PA38-T6-ASN1-0.0016-0.0028.csv,68.3,229.1,191.5,0.35,3.895974732
PA38-T6-ASN1-0.0020-0.0035.csv,68.3,229.1,191.5,0.35,3.534026106
PA38-T6-ASN1-0.0024-0.0042.csv,68.3,229.1,191.5,0.35,3.375846436
PA38-T6-ASN1-0.0032-0.0055.csv,68.3,229.1,191.5,0.35,2.923761961
PA38-T6-ASN1-0.0036-0.0062.csv,68.3,229.1,191.5,0.35,2.587710965
PA38-T6-ASN1-0.0040-0.0069.csv,68.3,229.1,191.5,0.35,2.505149978
PA38-T6-ASN1-0.0048-0.0083.csv,68.3,229.1,191.5,0.35,2.23299611
PA38-T6-ASN2a-0.0019-0.0933.csv,68.3,229.1,191.5,0.35,5.233453022
PA38-T6-ASN2a-0.0024-0.0020.csv,68.3,229.1,191.5,0.35,4.761897782
PA38-T6-ASN2a-0.0028-0.0024.csv,68.3,229.1,191.5,0.35,4.57407759
PA38-T6-ASN2a-0.0038-0.0033.csv,68.3,229.1,191.5,0.35,3.922206277
PA38-T6-ASN2a-0.0042-0.0037.csv,68.3,229.1,191.5,0.35,3.743196081
PA38-T6-ASN2a-0.0047-0.0041.csv,68.3,229.1,191.5,0.35,3.598571663
PA38-T6-ASN2a-0.0056-0.0049.csv,68.3,229.1,191.5,0.35,3.410270964
PA38-T6-ASN3a-0.0009-0.0031.csv,68.3,229.1,191.5,0.35,4.39927558
PA38-T6-ASN3a-0.0011-0.0039.csv,68.3,229.1,191.5,0.35,4.11257149
PA38-T6-ASN3a-0.0013-0.0046.csv,68.3,229.1,191.5,0.35,3.851564082
PA38-T6-ASN3a-0.0018-0.0062.csv,68.3,229.1,191.5,0.35,3.342620043
PA38-T6-ASN3a-0.0020-0.0070.csv,68.3,229.1,191.5,0.35,3.29578694
PA38-T6-ASN3a-0.0022-0.0077.csv,68.3,229.1,191.5,0.35,3.171726454
PA38-T6-ASN3a-0.0027-0.0093.csv,68.3,229.1,191.5,0.35,2.904174368
PA38-T6-ASN4c-0.0014-0.0025.csv,68.3,229.1,191.5,0.35,5.226836963
PA38-T6-ASN4c-0.0018-0.0031.csv,68.3,229.1,191.5,0.35,4.852528788
PA38-T6-ASN4c-0.0021-0.0037.csv,68.3,229.1,191.5,0.35,4.495488833
PA38-T6-ASN4c-0.0029-0.0049.csv,68.3,229.1,191.5,0.35,3.830973397
PA38-T6-ASN4c-0.0032-0.0056.csv,68.3,229.1,191.5,0.35,3.676876432
PA38-T6-ASN4c-0.0036-0.0062.csv,68.3,229.1,191.5,0.35,3.443419462
PA38-T6-ASN4c-0.0043-0.0074.csv,68.3,229.1,191.5,0.35,3.274157849
PA38-T6-ASN5-0.0014-0.0025.csv,68.3,229.1,191.5,0.35,4.773976499
PA38-T6-ASN5-0.0018-0.0031.csv,68.3,229.1,191.5,0.35,4.303973203
PA38-T6-ASN5-0.0021-0.0037.csv,68.3,229.1,191.5,0.35,4.219820207
PA38-T6-ASN5-0.0028-0.0049.csv,68.3,229.1,191.5,0.35,3.652246341
PA38-T6-ASN5-0.0032-0.0055.csv,68.3,229.1,191.5,0.35,3.373831145
PA38-T6-ASN5-0.0036-0.0061.csv,68.3,229.1,191.5,0.35,3.022428371
PA38-T6-ASN5-0.0043-0.0074.csv,68.3,229.1,191.5,0.35,2.848804701
pureTi-0.0078-0.0134.csv,112,558,475,0.4,2.797498364
pureTi-0.0059-0.0103.csv,112,558,475,0.4,3.314288661
pureTi-0.0055-0.0075.csv,112,558,475,0.4,3.489114369
pureTi-0.0082-0.0107.csv,112,558,475,0.4,2.95616843
pureTi-0.0078-0.0100.csv,112,558,475,0.4,3
pureTi-0.0072-0.0094.csv,112,558,475,0.4,3.229596528
pureTi-45-0.0087-0.0150.csv,112,558,475,0.4,2.613841822
pureTi-45-0.0071-0.0123.csv,112,558,475,0.4,2.86923172
pureTi-45-0.0053-0.0095.csv,112,558,475,0.4,3.260309946
pureTi-90-0.0110-0.0191.csv,112,558,475,0.4,2.592176757
pureTi-90-0.0090-0.0156.csv,112,558,475,0.4,2.773786445
pureTi-90-0.0070-0.0121.csv,112,558,475,0.4,3.159266331
q235b-0.002.csv,206,412,235,0.304,4.427583474
q235b-0.003.csv,206,412,235,0.304,4.071255878
q235b-0.004.csv,206,412,235,0.304,3.812110841
q235b-0.005.csv,206,412,235,0.304,3.573103783
q235b-0.006.csv,206,412,235,0.304,3.409764104
q235b-0.008.csv,206,412,235,0.304,3.037426498
q235b-0.0026.csv,206,412,235,0.304,4.611871941
q235b-0.00346.csv,206,412,235,0.304,4.302092716
q235b-0.00520.csv,206,412,235,0.304,3.984212167
q235b-0.00693.csv,206,412,235,0.304,3.881099218
q235b-0.00866.csv,206,412,235,0.304,3.393048466
q235b-0.01039.csv,206,412,235,0.304,3.237292338
q235b-0.00141-00245.csv,206,412,235,0.304,4.535989953
q235b-0.00212-00367.csv,206,412,235,0.304,4.10625891
q235b-0.00283-00490.csv,206,412,235,0.304,3.849542252
q235b-0.00354-00612.csv,206,412,235,0.304,3.629205657
q235b-0.00424-00735.csv,206,412,235,0.304,3.486996888
q235b-0.00153-00265.csv,206,412,235,0.304,4.312706146
q235b-0.00230-00398.csv,206,412,235,0.304,3.876621916
q235b-0.00306-00530.csv,206,412,235,0.304,3.496514519
q235b-0.00383-00663.csv,206,412,235,0.304,3.044931546
q235b-0.00459-00795.csv,206,412,235,0.304,2.763427994
q235b-90-0.0015-00260.csv,206,412,235,0.304,4.260953398
q235b-90-0.002-00346.csv,206,412,235,0.304,3.762228284
q235b-90-0.003-00520.csv,206,412,235,0.304,3.392696953
q235b-90-0.004-00693.csv,206,412,235,0.304,2.678518379
q235b-90-0.005-00866.csv,206,412,235,0.304,2.5289167
q235b-L90-0.0015-00260.csv,206,412,235,0.304,4.537806507
q235b-L90-0.002-00346.csv,206,412,235,0.304,3.844477176
q235b-L90-0.003-0052.csv,206,412,235,0.304,3.608312043
q235b-L90-0.004-00693.csv,206,412,235,0.304,3.195622944
q235b-L90-0.005-00866.csv,206,412,235,0.304,2.792391689
q235b-L90-0.006-01039.csv,206,412,235,0.304,2.423245874
q235b-L45-0.00181-00314.csv,206,412,235,0.304,4.343408594
q235b-L45-0.00272-00471.csv,206,412,235,0.304,3.682956926
q235b-L45-0.00363-00628.csv,206,412,235,0.304,3.320769228
q235b-L45-0.00453-00785.csv,206,412,235,0.304,2.859138297
q235b-L45-0.00544-00942.csv,206,412,235,0.304,2.63748973
S45C-AAT01.csv,186,770,496,0.28,2.796574333
S45C-AAT02.csv,186,770,496,0.28,3.140508043
S45C-AAT03.csv,186,770,496,0.28,3.228143608
S45C-AC-0.003.csv,186,770,496,0.28,4.343822011
S45C-AC-0.004.csv,186,770,496,0.28,3.858747677
S45C-AC-0.005.csv,186,770,496,0.28,3.529301998
S45C-AC-0.01.csv,186,770,496,0.28,2.930439595
S45C-AC-0.015.csv,186,770,496,0.28,2.617000341
S45C-AC-0.025.csv,186,770,496,0.28,2.041392685
S45C-AP01.csv,186,770,496,0.28,2.556302501
S45C-AP02.csv,186,770,496,0.28,2.669316881
S45C-AVAR04.csv,186,770,496,0.28,3.366516344
S45C-AVAR02.csv,186,770,496,0.28,1.69019608
S45C-AVAR06.csv,186,770,496,0.28,4.123361559
S45C-B-0.0077-0.0066.csv,186,770,496,0.28,2.638489257
S45C-COP-22.5-0.018-0.0082.csv,186,770,496,0.28,2.33243846
S45C-COP-45-0.006-0.0055.csv,186,770,496,0.28,3.212453961
S45C-COP-45-0.018-0.0082.csv,186,770,496,0.28,2.281033367
S45C-COP-90-0.006-0.0055.csv,186,770,496,0.28,3.20871002
S45C-COP-90-0.009-0.0041.csv,186,770,496,0.28,2.831229694
S45C-CPRO-0.0036-0.0065.csv,186,770,496,0.28,3.667172672
S45C-CPRO-0.006-0.0052.csv,186,770,496,0.28,3.35755372
S45C-CPRO-0.0072-0.0065.csv,186,770,496,0.28,3.135450699
S45C-CPRO-0.009-0.0041.csv,186,770,496,0.28,3.072249898
S45C-CPRO-0.009-0.0082.csv,186,770,496,0.28,2.754348336
S45C-PVAR01.csv,186,770,496,0.28,2.484299839
S45C-PVAR02.csv,186,770,496,0.28,3.342817315
S45C-R01.csv,186,770,496,0.28,2.971275849
S45C-R02.csv,186,770,496,0.28,2.888179494
S45C-TC-0.003.csv,186,770,496,0.28,5.947776708
S45C-TC-0.004.csv,186,770,496,0.28,5.249704535
S45C-TC-0.005.csv,186,770,496,0.28,4.896382899
S45C-TC-0.006.csv,186,770,496,0.28,4.284656283
S45C-TC-0.008.csv,186,770,496,0.28,4.174059808
S45C-TC-0.009.csv,186,770,496,0.28,3.751587005
S45C-TC-0.015.csv,186,770,496,0.28,3.193402903
S45C-TVAR02.csv,186,770,496,0.28,3.813647695
S45C-TVAR03.csv,186,770,496,0.28,2.908485019
S45C-TVAR04.csv,186,770,496,0.28,2.86569606
S45C-TVAR05.csv,186,770,496,0.28,3.092545208
S45C-TVAR07.csv,186,770,496,0.28,3.139879086
S347-A-0.0025.csv,200,588,251,0.3,4.961421094
S347-A-0.0035.csv,200,588,251,0.3,4.403692338
S347-A-0.004.csv,200,588,251,0.3,4.342422681
S347-A-0.005.csv,200,588,251,0.3,3.829303773
S347-A-0.006.csv,200,588,251,0.3,3.738516309
S347-A-0.008.csv,200,588,251,0.3,3.380934463
S347-A-0.01.csv,200,588,251,0.3,3.149988456
S347-B-0.01.csv,200,588,251,0.3,3.578065884
S347-C-0.0017-0.003.csv,200,588,251,0.3,4.973127854
S347-C-0.00173-0.003.csv,200,588,251,0.3,4.807873132
S347-C-0.0023-0.004.csv,200,588,251,0.3,3.806179974
S347-C-0.00346-0.006.csv,200,588,251,0.3,3.474944335
S347-C-0.00577-0.01.csv,200,588,251,0.3,2.992774364
S347-D-0.00231-0.004.csv,200,588,251,0.3,4.08278537
S347-D-0.00346-0.006.csv,200,588,251,0.3,3.327358934
S347-D-0.00577-0.01.csv,200,588,251,0.3,2.730378469
S347-E-0.00231-0.004.csv,200,588,251,0.3,4.218797998
S347-E-0.00346-0.006.csv,200,588,251,0.3,3.436560171
S347-E-0.00577-0.01.csv,200,588,251,0.3,2.838849091
S460N-ten-0.005.csv,208.5,643,500,0.3,3.208172527
S460N-ten-0.0033.csv,208.5,643,500,0.3,3.88592634
S460N-ten-0.0022.csv,208.5,643,500,0.3,4.619093331
S460N-tor-0.0043.csv,208.5,643,500,0.3,4.582631439
S460N-tor-0.01.csv,208.5,643,500,0.3,3.260071388
S460N-tor-0.0045.csv,208.5,643,500,0.3,4.423245874
S460N-a-0.00173-0.003.csv,208.5,643,500,0.3,4.492760389
S460N-a-0.00104-0.0018.csv,208.5,643,500,0.3,5.716837723
S460N-a-0.00144-0.0025.csv,208.5,643,500,0.3,5.114944416
S460N-b-0.00173-0.003.csv,208.5,643,500,0.3,4.49464151
S460N-b-0.00231-0.004.csv,208.5,643,500,0.3,3.81756537
S460N-b-0.00144-0.0025.csv,208.5,643,500,0.3,4.6336031
S460N-b-0.00115-0.002.csv,208.5,643,500,0.3,4.957607287
S460N-b-0.00104-0.0018.csv,208.5,643,500,0.3,5.759365622
S460N-b-0.00404-0.007.csv,208.5,643,500,0.3,2.73239376
S460N-c-0.00115-0.002.csv,208.5,643,500,0.3,5.339252634
S460N-c-0.00173-0.003.csv,208.5,643,500,0.3,4.633468456
S460N-c-0.00144-0.0025.csv,208.5,643,500,0.3,4.740362689
S460N-d-0.00144-0.0025.csv,208.5,643,500,0.3,4.661812686
S460N-d-0.00115-0.002.csv,208.5,643,500,0.3,5.551388997
S460N-e-0.00173-0.003.csv,208.5,643,500,0.3,3.75185624
S460N-e-0.00144-0.0025.csv,208.5,643,500,0.3,4.258876629
S460N-f-0.00231-0.004.csv,208.5,643,500,0.3,3.892094603
S460N-f-0.00173-0.003.csv,208.5,643,500,0.3,4.428134794
S460N-g-0.0026-0.0045.csv,208.5,643,500,0.3,3.672097858
S460N-g-0.00173-0.003.csv,208.5,643,500,0.3,4.619093331
S460N-h-0.003-0.0052.csv,208.5,643,500,0.3,3.021189299
S460N-h-0.00173-0.003.csv,208.5,643,500,0.3,4.002166062
S460N-h-0.002-0.00346.csv,208.5,643,500,0.3,3.8162413
S460N-i-0.00173-0.003.csv,208.5,643,500,0.3,4.028367884
S460N-i-0.003-0.0052.csv,208.5,643,500,0.3,2.884795364
S460N-j-0.00144-0.0025.csv,208.5,643,500,0.3,4.96118371
S460N-j-0.00173-0.003.csv,208.5,643,500,0.3,4.329397879
S460N-k-0.00173-0.003.csv,208.5,643,500,0.3,4.230448921
S460N-k-0.00144-0.0025.csv,208.5,643,500,0.3,4.938019097
S460N-l-0.00144-0.0025.csv,208.5,643,500,0.3,4.82672252
S460N-m-0.004.csv,208.5,643,500,0.3,4.663135315
S460N-m-0.003.csv,208.5,643,500,0.3,5.039431117
S460N-m-0.0025.csv,208.5,643,500,0.3,5.418311237
SNCM630-CP.csv,196,1103,951,0.273,4.091455913
SNCM630-PV.csv,196,1103,951,0.273,3.68069803
SNCM630-AP.csv,196,1103,951,0.273,3.324282455
SNCM630-B.csv,196,1103,951,0.273,3.056142262
SNCM630-COP45.csv,196,1103,951,0.273,3.460597189
SNCM630-COP90.csv,196,1103,951,0.273,3.27485032
SNCM630-CPCOP.csv,196,1103,951,0.273,3.118595365
SNCM630-R01.csv,196,1103,951,0.273,2.792391689
SNCM630-R02.csv,196,1103,951,0.273,3.347134783
SNCM630-R03.csv,196,1103,951,0.273,3.40654018
SNCM630-SI03.csv,196,1103,951,0.273,3.652149605
SNCM630-SI06.csv,196,1103,951,0.273,3.017867719
SNCM630-SO03.csv,196,1103,951,0.273,3.435685138
SNCM630-SO06.csv,196,1103,951,0.273,2.747411808
SNCM630-AT01.csv,196,1103,951,0.273,2.998259338
SNCM630-AT05.csv,196,1103,951,0.273,3.668106238
SNCM630-TA05.csv,196,1103,951,0.273,3.287129621
TC4-0-0.00345-0.00648.csv,108.4,1054,942.5,0.25,4.67389599
TC4-0-0.00427-0.00710.csv,108.4,1054,942.5,0.25,4.314099063
TC4-0-0.00576-0.00938.csv,108.4,1054,942.5,0.25,3.617105231
TC4-0-0.00687-0.01111.csv,108.4,1054,942.5,0.25,3.254064453
TC4-0-0.00863-0.01371.csv,108.4,1054,942.5,0.25,2.938519725
TC4-0-0.01391-0.02038.csv,108.4,1054,942.5,0.25,2.545307116
TC4-45-0.00391-0.00643.csv,108.4,1054,942.5,0.25,4.321246213
TC4-45-0.00418-0.00702.csv,108.4,1054,942.5,0.25,3.976716704
TC4-45-0.00496-0.00831.csv,108.4,1054,942.5,0.25,3.690018781
TC4-45-0.00620-0.01043.csv,108.4,1054,942.5,0.25,3.193958978
TC4-45-0.00772-0.01255.csv,108.4,1054,942.5,0.25,2.834420704
TC4-45-0.01224-0.01756.csv,108.4,1054,942.5,0.25,2.267171728
TC4-90-0.00349-0.00639.csv,108.4,1054,942.5,0.25,4.654542312
TC4-90-0.00418-0.00704.csv,108.4,1054,942.5,0.25,4.571394349
TC4-90-0.00499-0.00821.csv,108.4,1054,942.5,0.25,4.047352761
TC4-90-0.00556-0.00934.csv,108.4,1054,942.5,0.25,3.367728546
TC4-90-0.00632-0.01079.csv,108.4,1054,942.5,0.25,3.007320953
TC4-90-0.01229-0.01700.csv,108.4,1054,942.5,0.25,2.367355921
TC4-e-0.0055.csv,108.4,1054,942.5,0.25,4.778498547
TC4-e-0.006.csv,108.4,1054,942.5,0.25,4.39913701
TC4-e-0.007.csv,108.4,1054,942.5,0.25,3.927216331
TC4-e-0.008.csv,108.4,1054,942.5,0.25,3.523681448
TC4-e-0.009.csv,108.4,1054,942.5,0.25,3.235275877
TC4-e-0.011.csv,108.4,1054,942.5,0.25,2.96118371
TC4-e-0.013.csv,108.4,1054,942.5,0.25,2.715585552
TC4-e-0.015.csv,108.4,1054,942.5,0.25,2.530199698
TC4-e-0.017.csv,108.4,1054,942.5,0.25,2.344392274
TC4-e-0.02.csv,108.4,1054,942.5,0.25,2.11058971
TC4-e-0.023.csv,108.4,1054,942.5,0.25,2.033423755
TC4-g-0.00798.csv,108.4,1054,942.5,0.25,4.840538918
TC4-g-0.00833.csv,108.4,1054,942.5,0.25,4.708811674
TC4-g-0.00848.csv,108.4,1054,942.5,0.25,4.573440225
TC4-g-0.00889.csv,108.4,1054,942.5,0.25,4.252537507
TC4-g-0.01038.csv,108.4,1054,942.5,0.25,3.858416878
TC4-g-0.01302.csv,108.4,1054,942.5,0.25,3.429913698
TC4-g-0.01645.csv,108.4,1054,942.5,0.25,2.978180517
TC4-g-0.01942.csv,108.4,1054,942.5,0.25,2.661812686
TC4-g-0.02309.csv,108.4,1054,942.5,0.25,2.537819095
X5CrNi-0.004-0.csv,200.8,654.4,265,0.29,4.276760423
X5CrNi-0.005-0.csv,200.8,654.4,265,0.29,3.700530657
X5CrNi-0.0055-0.csv,200.8,654.4,265,0.29,3.574956776
X5CrNi-0.006-0.csv,200.8,654.4,265,0.29,3.420120848
X5CrNi-0.0065-0.csv,200.8,654.4,265,0.29,3.355259906
X5CrNi-0.007-0.csv,200.8,654.4,265,0.29,3.243038049
X5CrNi-0.008-0.csv,200.8,654.4,265,0.29,3.049605613
X5CrNi-0-0.0069.csv,200.8,654.4,265,0.29,5.003417445
X5CrNi-0-0.0087.csv,200.8,654.4,265,0.29,4.509269745
X5CrNi-0-0.0095.csv,200.8,654.4,265,0.29,4.26810973
X5CrNi-0-0.0104.csv,200.8,654.4,265,0.29,4.073315021
X5CrNi-0-0.0113.csv,200.8,654.4,265,0.29,3.978636948
X5CrNi-0-0.0121.csv,200.8,654.4,265,0.29,3.838219222
X5CrNi-0-0.0139.csv,200.8,654.4,265,0.29,3.759516759
X5CrNi-0.0028-0.0049.csv,200.8,654.4,265,0.29,4.454981984
X5CrNi-0.0035-0.0061.csv,200.8,654.4,265,0.29,3.917558021
X5CrNi-0.0039-0.0067.csv,200.8,654.4,265,0.29,3.860218185
X5CrNi-0.0042-0.0073.csv,200.8,654.4,265,0.29,3.688419822
X5CrNi-0.0046-0.0080.csv,200.8,654.4,265,0.29,3.574841195
X5CrNi-0.0049-0.0086.csv,200.8,654.4,265,0.29,3.437750563
X5CrNi-0.0057-0.0098.csv,200.8,654.4,265,0.29,3.287129621
X5CrNi-90-0.0035-0.0061.csv,200.8,654.4,265,0.29,3.620136055
X5CrNi-90-0.0040-0.0069.csv,200.8,654.4,265,0.29,3.287129621
X5CrNi-90-0.0050-0.0087.csv,200.8,654.4,265,0.29,3.09482038
X5CrNi-90-0.0055-0.0095.csv,200.8,654.4,265,0.29,2.889861721
X5CrNi-90-0.0060-0.0104.csv,200.8,654.4,265,0.29,2.812244697
X5CrNi-90-0.0065-0.0113.csv,200.8,654.4,265,0.29,2.691081492
X5CrNi-90-0.0070-0.0121.csv,200.8,654.4,265,0.29,2.531478917
X5CrNi-2-1-0.0028-0.0048.csv,200.8,654.4,265,0.29,3.775901579
X5CrNi-2-1-0.0032-0.0055.csv,200.8,654.4,265,0.29,3.502973059
X5CrNi-2-1-0.0040-0.0069.csv,200.8,654.4,265,0.29,3.008174184
X5CrNi-2-1-0.0044-0.0076.csv,200.8,654.4,265,0.29,2.856124444
X5CrNi-2-1-0.0048-0.0083.csv,200.8,654.4,265,0.29,2.866877814
