load,Elastic Modulus [GPA],Ultimate Tensile Strength [MPA],Yield Strength [MPA],Poissons Ratio,Nf(label)
X5CrNi-2-1-0.0052-0.0090.csv,200.8,654.4,265,0.29,2.651278014
X5CrNi-2-1-0.0056-0.0097.csv,200.8,654.4,265,0.29,2.632457292
X5CrNi-1-4-0.0033-0.0029.csv,200.8,654.4,265,0.29,3.968015714
X5CrNi-1-4-0.0038-0.0033.csv,200.8,654.4,265,0.29,3.781898919
X5CrNi-1-4-0.0047-0.0041.csv,200.8,654.4,265,0.29,3.391816924
X5CrNi-1-4-0.0052-0.0045.csv,200.8,654.4,265,0.29,3.336259552
X5CrNi-1-4-0.0056-0.0049.csv,200.8,654.4,265,0.29,2.992553518
X5CrNi-1-4-0.0061-0.0053.csv,200.8,654.4,265,0.29,3.08170727
X5CrNi-1-4-0.0066-0.0057.csv,200.8,654.4,265,0.29,2.915399835
X5CrNi-10-2-0.0016-0.0054.csv,200.8,654.4,265,0.29,4.331670191
X5CrNi-10-2-0.0018-0.0062.csv,200.8,654.4,265,0.29,4.065915668
X5CrNi-10-2-0.0022-0.0077.csv,200.8,654.4,265,0.29,3.631748074
X5CrNi-10-2-0.0025-0.0085.csv,200.8,654.4,265,0.29,3.429913698
X5CrNi-10-2-0.0027-0.0093.csv,200.8,654.4,265,0.29,3.275080898
X5CrNi-10-2-0.0029-0.0101.csv,200.8,654.4,265,0.29,3.228400359
X5CrNi-10-2-0.0031-0.0108.csv,200.8,654.4,265,0.29,3.001300933
X5CrNi-2-12-0.0031-0.0032.csv,200.8,654.4,265,0.29,4.044108387
X5CrNi-2-12-0.0035-0.0036.csv,200.8,654.4,265,0.29,3.851197176
X5CrNi-2-12-0.0044-0.0046.csv,200.8,654.4,265,0.29,3.454082271
X5CrNi-2-12-0.0048-0.0050.csv,200.8,654.4,265,0.29,3.270911639
X5CrNi-2-12-0.0053-0.0055.csv,200.8,654.4,265,0.29,3.162265614
X5CrNi-2-12-0.0057-0.0059.csv,200.8,654.4,265,0.29,3.068556895
X5CrNi-2-12-0.0061-0.0064.csv,200.8,654.4,265,0.29,2.848189117
X5CrNi-20-14-0.0025-0.0043.csv,200.8,654.4,265,0.29,4.261500773
X5CrNi-20-14-0.0028-0.0049.csv,200.8,654.4,265,0.29,4.045401223
X5CrNi-20-14-0.0036-0.0061.csv,200.8,654.4,265,0.29,3.631646663
X5CrNi-20-14-0.0039-0.0068.csv,200.8,654.4,265,0.29,3.478710756
X5CrNi-20-14-0.0046-0.0080.csv,200.8,654.4,265,0.29,3.414304688
X5CrNi-20-14-0.0050-0.0086.csv,200.8,654.4,265,0.29,3.300160537
X5CrNi-20-14-0.0053-0.0091.csv,200.8,654.4,265,0.29,3.137670537
ZK60-0-0.0028-0.0060.csv,44.3,284,220.7,0.310650888,4.118314338
ZK60-0-0.0032-0.0040.csv,44.3,284,220.7,0.310650888,4.298525595
ZK60-0-0.0032-0.0046.csv,44.3,284,220.7,0.310650888,4.177016767
ZK60-0-0.0036-0.0050.csv,44.3,284,220.7,0.310650888,4.037904357
ZK60-0-0.0043-0.0040.csv,44.3,284,220.7,0.310650888,3.774735883
ZK60-0-0.0043-0.0046.csv,44.3,284,220.7,0.310650888,3.754118894
ZK60-0-0.005-0.0035.csv,44.3,284,220.7,0.310650888,3.651471852
ZK60-90-0.0028-0.0060.csv,44.3,284,220.7,0.310650888,4.265478204
ZK60-90-0.0032-0.0040.csv,44.3,284,220.7,0.310650888,4.676547296
ZK60-90-0.0032-0.0046.csv,44.3,284,220.7,0.310650888,4.454707693
ZK60-90-0.0036-0.0050.csv,44.3,284,220.7,0.310650888,4.335096674
ZK60-90-0.0043-0.0040.csv,44.3,284,220.7,0.310650888,3.978089173
ZK60-90-0.0043-0.0046.csv,44.3,284,220.7,0.310650888,3.764773717
ZK60-90-0.005-0.0035.csv,44.3,284,220.7,0.310650888,3.628491105
